"Listing"

"WFR Listing"
"Created 15 February 2022 02:20"


"CVN","IMO Number","Name","Built Date","Owner","Status","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","Beta Atlantic/Pacific Based (Last 12 Months)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Strengthened for Heavy Cargo","Strengthened for Ore","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Box Hold Ind","Group Owner Country/Region","Great Lakes Only","Call Sign"
16170865,9566526,"Saham Max","01-Jan-2013","Oman Shipping Co","In Service",201336,,,10043.04,"Atlantic/Pacific",,,"28-Aug-2012",10.37,,71039,,"Y","Crude/Products Tanker","30-Apr-2020",,,"Saham Max",191760,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila CME, 80rpm",,,,,,"Y",,,"1127","Vale Saham Maritime Transportation Company Ltd.",,"Oman",,"V7ZR9"
16170878,9566538,"Shinas Max","01-Mar-2013","Oman Shipping Co","In Service",201336,,,10108,"Atlantic/Pacific",,,"28-Aug-2012",11.02,,71039,,"Y","Crude/Products Tanker","06-May-2020",,,"Shinas Max",191760,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila CME, 76rpm",,,,,,"Y",,,"1128","Vale Shinas Maritime Transportation Co. Ltd.",,"Oman",,"V7ZR8"
16173437,9575448,"Sea Beijing","01-Sep-2011","Pan Ocean","Idle",199959,,,,"Atlantic/Pacific",,,"13-Jul-2011",11.79,,77072,,"Y","Bulker","05-Feb-2020",,,"Sea Beijing",186079,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 78rpm",24,"Y",,,,,,,"1701","POS Maritime ED S.A.",,"South Korea",,"V7XB3"
16173440,9575450,"Sea Qingdao","01-Apr-2012","Pan Ocean","In Service",199959,,,,"Atlantic/Pacific",,,"31-Oct-2011",11.75,,77072,,"Y","Bulker","06-May-2020",,,"Sea Qingdao",186079,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 78rpm",24,"Y",,,,,,,"1702","POS Maritime FD S.A.",,"South Korea",,"V7XR6"
16173453,9575462,"Sea Espirito Santo","01-Sep-2012","Pan Ocean","In Service",199959,,,,"Atlantic/Pacific",,,"05-Feb-2012",11.76,,77072,,"Y","Bulker","27-May-2020",,,"Sea Espirito Santo",186079,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 78rpm",,"Y",,,,,,,"1703","POS Maritime HD S.A.",,"South Korea",,"V7YY5"
16173466,9575474,"Sea Indonesia","01-Oct-2012","Pan Ocean","In Service",199959,,,,"Atlantic/Pacific",,,"04-May-2012",11.41,,77072,,"Y","Bulker","20-Dec-2019",,,"Sea Indonesia",186079,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 78rpm",,"Y",,,,,,,"1704","POS MARITIME ID S.A.",,"South Korea",,"V7ZH3"
16173479,9575486,"Sea Fujiyama","01-Nov-2012","Pan Ocean","In Service",199959,,,,"Atlantic/Pacific",,,,11.73,,77072,,"Y","Bulker","25-Mar-2020",,,"Sea Fujiyama",186079,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 78rpm",,"Y",,,,,,,"1705","POS MARITIME GD S.A.",,"South Korea",,"V7ZA5"
16173482,9575498,"Sea Tubarao","01-Jan-2013","Pan Ocean","In Service",199959,,,,"Atlantic/Pacific",,,"27-Sep-2012",12.07,,77072,,"Y","Bulker","20-Apr-2020",,,"Sea Tubarao",186079,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 78rpm",,"Y",,,,,,,"1706","POS MARITIME JD S.A.",,"South Korea",,"V7ZU6"
16173503,9575515,"Sea Maranhao","01-Aug-2013","Pan Ocean","Idle",199959,,,,"Atlantic/Pacific",,,"26-Feb-2013",12.64,,77072,,"Y","Bulker","25-Apr-2019",,,"Sea Maranhao",186079,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 78rpm",,"Y",,,,,,,"1708","POS MARITIME RD S.A.",,"South Korea",,"V7A2951"
16173240,9572331,"Ore Italia","01-Oct-2011","VLOC Holding","In Service",198980,,,,"Atlantic/Pacific",,,,11.7,,67993,,"Y","Capesize Bulker","16-Jan-2020",,,"Ore Italia",228238,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 78rpm",,,,,,"Y",,,"1203","Ore Italia 02 HK Ltd.",,"China P.R.",,"VRPY6"
16173224,9488918,"Ore Brasil","01-Mar-2011","VLOC Holding","In Service",198980,,,,"Atlantic/Pacific",,,"31-Dec-2010",11.95,,67993,,"Y","Capesize Bulker","23-Jan-2020",,,"Ore Brasil",228238,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 78rpm",,,,,,"Y",,,"1201","Ore Brazil 02 HK Ltd.",,"China P.R.",,"VRPY5"
16189191,9593969,"Ore Korea","01-Apr-2013","VLOC Holding","In Service",198980,,,,"Atlantic/Pacific",,,,11.94,,67993,,"Y","Capesize Bulker","12-Feb-2020",,,"Ore Korea",228238,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 78rpm",,,,,,"Y",,,"1214","Ore Korea 02 HK Ltd.",,"China P.R.",,"VRPY7"
16189175,9593919,"Shandong Da Cheng","01-May-2012","BoCom Leasing","In Service",198980,,,,"Atlantic/Pacific",,,,11.97,,67993,,"Y","Diverse","11-May-2020",,,"Shandong Da Cheng",228238,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 78rpm",,,"Y",,,"Y",,,"1212","Vale Shipping Enterprise Pte. Ltd.",,"China P.R.",,"VRRB5"
16189188,9593957,"Shandong Da Zhi","01-Jul-2012","BoCom Leasing","In Service",198980,,,,"Atlantic/Pacific",,,,11.15,,67993,,"Y","Diverse","23-Nov-2019",,,"Shandong Da Zhi",228238,"1 x FP Propeller (Aft Centre) (mechanical), 78rpm",,,"Y",,,"Y",,,"1213","Tongtai International Ship Lease Co Ltd",,"China P.R.",,"VRRI4"
16173237,9572329,"Shandong Da De","01-Sep-2011","BoCom Leasing","In Service",198980,,,,"Atlantic/Pacific",,,,12.11,,67993,,"Y","Diverse","05-Apr-2020",,,"Shandong Da De",228238,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 78rpm",,,"Y",,,"Y",,,"1202","Longrui International Ship Lease Co Ltd",,"China P.R.",,"VRRB6"
16173253,9572343,"Shandong Da Ren","01-Mar-2012","BoCom Leasing","In Service",198980,,,,"Atlantic/Pacific",,,"24-Dec-2011",12.32,,67993,,"Y","Diverse","19-Mar-2020",,,"Shandong Da Ren",228238,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 78rpm",,,"Y",,,"Y",,,"1204","Vale Shipping Enterprise Pte. Ltd.",,"China P.R.",,"VRRI5"
16084258,9447536,"Berge Everest","01-Sep-2011","Berge Bulk","In Service",195199,,,,"Atlantic/Pacific",,,"13-Apr-2011",12.32,,66019,"Y","Y","Capesize Bulker","20-Jun-2019",,,"Berge Everest",273104,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 76rpm",21,,,,,,,,"BH416-1","Berge Everest Company S.A.",,"Bermuda",,"2JST6"
16084261,9447548,"Berge Aconcagua","01-Mar-2012","Berge Bulk","In Service",195199,,,,"Atlantic/Pacific",,,,11.94,,66019,"Y","Y","Capesize Bulker","28-Apr-2019",,,"Berge Aconcagua",273591,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 76rpm",21,,,,,,,,"BH416-2","Berge Everest Company S.A.",,"Bermuda",,"2FDN7"
16084274,9447550,"Berge Jaya","01-Jun-2012","Berge Bulk","In Service",195199,,,,"Atlantic/Pacific",,,"29-Dec-2011",12.44,,66019,"Y","Y","Capesize Bulker","28-Jul-2019",,,"Berge Jaya",273101,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 76rpm",,,,,,,,,"BH416-3","Berge Everest Company S.A.",,"Bermuda",,"2FMJ3"
16084287,9447562,"Berge Neblina","01-Jan-2013","Berge Bulk","In Service",195199,,,,"Atlantic/Pacific",,,"13-Aug-2012",11.8,,66019,"Y","Y","Capesize Bulker","27-Jul-2019",,,"Berge Neblina",279063,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 76rpm",,,,,,,,,"BH416-4","Berge Everest Company S.A.",,"Bermuda",,"2FWI7"
16132605,9510486,"Wugang Caifu","01-May-2012","Eastern Pacific Shpg","In Service",153604,,,,"Atlantic/Pacific",,,"26-Feb-2012",11.24,173,51860,,,"Diverse","15-May-2019",,,"Wugang Caifu",,"1 x FP Propeller (Aft Centre) (mechanical), 78rpm",,,,,,,,,"1353","BARCAS SHIPPING (NO.2) INC.",,"Singapore",,"D5BQ7"
16132597,9510474,"Wugang Haoyun","01-Nov-2011","Zodiac Maritime","In Service",153604,,,,"Atlantic/Pacific",,,,12.02,173,51860,,,"Diverse","20-Oct-2019",,,"Wugang Haoyun",,"1 x FP Propeller (Aft Centre) (mechanical), 78rpm",,,,,,,,,"1308","Tocir Shipping Inc",,"United Kingdom",,"2FBQ4"
16055737,9565534,"Ore Amazonas","01-Oct-2010","Nippon Yusen Kaisha","In Service",152311,,,8489,"Atlantic/Pacific",,,"10-Jul-2010",11.27,170.7,55601,,"Y","Diverse","29-Feb-2020",,,"Ore Amazonas",182641,"1 x FP Propeller (Aft Centre) (mechanical), 73rpm",20,"Y",,,,,,,"070","KAMISHIO MARITIME CORP.",,"Japan","N","H8DT"
16076945,9437282,"Baogang Spirit","01-Dec-2010","K-Line","In Service",152311,,,8489,"Atlantic/Pacific",,,"23-Sep-2010",11.5,170.7,55601,,,"Bulker",,,,"Baogang Spirit",182641,"1 x FP Propeller (Aft Centre) (mechanical), 73rpm",20,"Y",,,,,,,"076","RIO-MONTE UNO S.A.",,"Japan","N","HOLW"
16135851,9519573,"Shagang Volition","01-Sep-2012","Everest Shipping","In Service",152306,,,8080.8,"Atlantic/Pacific",,,"10-Jan-2012",8.53,170.7,55601,,"Y","Capesize Bulker",,,,"Shagang Volition",182641,"1 x FP Propeller (Aft Centre) (mechanical), 73rpm",,,,,,,,,"DE005","Ever Wisdom (Tianjin) Vessel Leasing Co., Ltd.",,"China P.R.",,"D5BR2"
16135864,9521980,"Shagang Faith","01-Jan-2013","Everest Shipping","In Service",152306,,,8080.8,"Pacific",,,"07-Jun-2012",9.56,170,55601,,"Y","Capesize Bulker",,,,"Shagang Faith",182641,"1 x FP Propeller (Aft Centre) (mechanical), 73rpm",,,,,,,,,"DE006","Ever Virtue (Tianjin) Vessel Leasing Co., Ltd.",,"China P.R.",,"D5BR4"
16176609,9565510,"Bao Min","01-Jun-2010","Kitaura Kaiun KK","In Service",152305,,,8489,"Atlantic/Pacific",,,"27-Mar-2010",10.25,170.7,55601,,,"Bulker",,,,"Bao Min",182641,"1 x FP Propeller (Aft Centre) (mechanical), 73rpm",21,,,,,,,,"069","SEA GREEN SHIPPING, S.A.",,"Japan","N","3FSR6"
16121096,9493054,"HL Tubarao","01-Mar-2011","H-Line Shipping","In Service",152219,,,,"Atlantic/Pacific",,,"28-Jan-2011",12.19,,51133,,,"Capesize Bulker","08-Feb-2020",,,"HL Tubarao",157738,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",18,,,,,,,,"2226","G.O.S. SHIPPING S.A.",,"South Korea",,"3FYC5"
16121104,9493066,"HL Brazil","01-May-2011","H-Line Shipping","In Service",152219,,,,"Atlantic/Pacific",,,"01-Apr-2011",12.12,,51133,,,"Capesize Bulker","10-Sep-2019",,,"HL Brazil",157738,"1 x FP Propeller (Aft Centre) (mechanical), 80rpm",18,,,,,,,,"2227","G.O.T. SHIPPING S.A.",,"South Korea",,"3FTJ"
16054693,9375769,"Yu Zhong Hai","01-Feb-2010","COSCO Shipping Bulk","In Service",152148,,,8489,"Atlantic/Pacific",,,,11.1,170.7,55953,,,"Bulker",,,,"Yu Zhong Hai",182641,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",29,,,,,"Y",,,"074","Yu Zhong Hai Maritime SA",,"China P.R.","N","H3BT"
16054701,9375771,"Yu Hua Hai","01-Apr-2010","COSCO Shipping Bulk","In Service",152148,,,8489,"Atlantic/Pacific",,,,11.53,170.7,55601,,,"Bulker","20-Apr-2020",,,"Yu Hua Hai",182641,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",28,,,,,"Y",,,"075","Yu Hua Hai Maritime Sa",,"China P.R.","N","3FBY2"
16144811,9602784,"Gemma","01-Feb-2012","Ilva Servizi","In Service",151915,,,,"Atlantic/Pacific",,,"12-Nov-2011",10.24,,57629,,,"Tug",,,,"Gemma",179077,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",,,,,"Y",,,,"OC3000-5","Adi Servizi Marittimi SrL",,"Italy",,"ICPC"
16115682,9493121,"CSB Prosperity","01-Feb-2012","COSCO Shipping Bulk","In Service",151825,,,,"Atlantic/Pacific",,,"05-Aug-2011",10.8,,57629,,,"Bulker","21-Jan-2020",,,"CSB Prosperity",179077,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 84rpm, Ø9.90m",,,,,,"Y",,,"OC3000-1","Fanhua Shipping S.A",,"China P.R.",,"VRJH4"
16115695,9473535,"CSB Glory","01-Dec-2011","COSCO Shipping Bulk","In Service",151825,,,,"Atlantic/Pacific",,,"26-Sep-2011",11.04,,57629,,,"Bulker","18-Sep-2019",,,"CSB Glory",179077,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 84rpm, Ø9.90m",,,,,,"Y",,,"OC3000-2","Ronghua Shipping S.A",,"China P.R.",,"VRJO6"
16124389,9473561,"CSB Brilliant","01-Apr-2012","COSCO Shipping Bulk","In Service",151825,,,,"Atlantic/Pacific",,,"16-Jan-2012",11.35,,57629,,,"Bulker",,,,"CSB Brilliant",179077,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 84rpm, Ø9.90m",,,,,,"Y",,,"OC3000-7","Shaohua Shipping SA",,"China P.R.",,"VRKH2"
16124392,9493092,"CSB Years","01-Jun-2012","COSCO Shipping Bulk","In Service",151825,,,,"Atlantic/Pacific",,,"05-Jan-2012",10.97,,57625,,,"Bulker","12-Jun-2020",,,"CSB Years",179077,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 84rpm, Ø9.90m",,,,,,"Y",,,"OC3000-8","Nianhua Shipping SA",,"China P.R.",,"VRKI6"
16124400,9493107,"CSB Herald","01-Jun-2012","COSCO Shipping Bulk","Idle",151825,,,,"Atlantic/Pacific",,,,11.8,,57629,,,"Bulker",,,,"CSB Herald",179077,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 84rpm, Ø9.90m",,,,,,"Y",,,"OC3000-9","Inhua Shipping SA",,"China P.R.",,"VRKQ6"
16124413,9493119,"CSB Talent","01-Jan-2013","COSCO Shipping Bulk","In Service",151825,,,,"Atlantic/Pacific",,,"25-May-2012",11.11,,57629,,,"Bulker",,,,"CSB Talent",179077,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 84rpm, Ø9.90m",,,,,,"Y",,,"OC3000-10","Caihua Shipping S.A.",,"China P.R.",,"VRLB5"
16077463,9398175,"Daniel N","01-Feb-2011","Neu Seeschiffahrt","In Service",151448,,,8791,"Pacific",,,,11.33,,53841,,,"Capesize Bulker",,,,"Daniel N",207291,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 76rpm",22,,,,,,,,"109","COMPASS SHIPPING 56 CORPORATION LIMITED",,"United States","N","A8TC9"
16027068,9398096,"Hugo N","01-Jan-2011","Neu Seeschiffahrt","In Service",151448,,,,"Atlantic/Pacific",,,"25-Sep-2010",11.07,,53841,,,"Capesize Bulker",,,,"Hugo N",207291,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 76rpm",23,,,,,,,,"119","OCEAN LIFTER II LIMITED",,"United States","N","A8TD2"
16027071,9479163,"Helen N","01-Sep-2011","Neu Seeschiffahrt","In Service",151448,,,,"Atlantic/Pacific",,,,11.02,,53841,,,"Capesize Bulker",,,,"Helen N",207291,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 76rpm",21,,,,,,,,"128","OCEAN LIFTER III LIMITED",,"United States","N","A8TD3"
16155725,9479369,"Julia N","01-Jul-2012","Neu Seeschiffahrt","In Service",151448,,,,"Atlantic/Pacific",,,"28-Nov-2011",10.73,,53841,,,"Capesize Bulker",,,,"Julia N",196043,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 79rpm",,,,,,,,,"148","COMPASS SHIPPING 57 CORPORATION LIMITED",,"United States",,"A8TD4"
15916871,9341287,"He Li","01-Dec-2010","COSCO Shipping Bulk","Repairs",151161,,,8791,"Atlantic/Pacific",,,"27-Oct-2010",11.58,,53791,,,"Bulker",,,,"He Li",207291,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",,,,,,"Y",,,"105","Top Sea Shipping Ltd",,"China P.R.","N","VRHT7"
16202083,9607033,"Ore Sao Luis","01-Mar-2012","Mitsui OSK Lines","In Service",151105,,,8391,"Atlantic/Pacific",,,"25-Jan-2012",12.05,,53787,,,"Diverse","24-Jan-2020",,,"Ore Sao Luis",205636,"1 x FP Propeller (Aft Centre) (mechanical), 78rpm",20,"Y",,,,,,,"173","Erica Navigation SA",,"Japan",,"D5BP2"
16202096,9607045,"Ore Salvador","01-Feb-2013","Mitsui OSK Lines","In Service",151105,,,8391,"Atlantic/Pacific",,,,12.09,,53787,,,"Diverse","09-Apr-2020",,,"Ore Salvador",205636,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",,"Y",,,,,,,"174","Erica Navigation SA",,"Japan",,"D5DO9"
16057915,9406154,"Bengang","01-Mar-2011","Nippon Yusen Kaisha","In Service",151094,,,7883,"Atlantic/Pacific",,,"17-Dec-2010",10.33,,53787,,,"Diverse","17-Mar-2021",,,"Bengang",206083,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 76rpm",20,"Y",,,,,,,"123","Erica Navigation SA",,"Japan",,"A8YL9"
16032088,9398151,"Oita Maru","01-Mar-2010","Mizuho Sangyo","In Service",151094,,,8791,"Atlantic/Pacific",,,"18-Dec-2009",11.31,,53791,,,"Capesize Bulker","17-Apr-2020",,,"Oita Maru",207291,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 76rpm",20,,"Y",,,,,,"106","MIZUHO SANGYO CO., LTD.",,"Japan","N","7KAI"
16183878,9531882,"Berge Blanc","01-Sep-2012","Berge Bulk","In Service",151073,,,7481.81,"Atlantic/Pacific",,,"03-Jul-2012",11.74,,53744,,,"Capesize Bulker","09-Dec-2019",,,"Berge Blanc",211211,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",,,,,,,,,"163","Berge Blanc Co. SA",,"Bermuda",,"2FRS7"
16155738,9503249,"Ore Noumea","01-Oct-2012","Asahi Shipping","In Service",151032,,,7906,"Atlantic/Pacific",,,"24-Aug-2012",11.55,,53558,,"Y","Panamax Bulker","21-Feb-2020",,,"Ore Noumea",206059,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",,,,,,,,,"157","Plumeria Ship Holding LLC",,"Japan",,"7JMY"
16027084,9377406,"Steven N","01-Feb-2010","Neu Seeschiffahrt","In Service",150971,,,8791,"Atlantic/Pacific",,,,11.1,,53841,,,"Capesize Bulker",,,,"Steven N",207291,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 76rpm",23,,,,,,,,"089","COMPASS SHIPPING 58 CORPORATION LIMITED",,"United States","N","A8TC8"
15916747,9341275,"He Ying","01-Jul-2010","COSCO Shipping Bulk","In Service",150161,,,,"Pacific",,,"08-Jun-2010",11.45,,53791,,,"Bulker",,,,"He Ying",207291,"1 x FP Propeller (Aft Centre) (mechanical), 76rpm",,,,,,"Y",,,"104","Easy Way Shipping Ltd",,"China P.R.","N","VRHF4"
16200634,9591131,"PSU Eighth","01-Apr-2013","RGL Shipping","In Service",141593,,,7378,"Pacific",,,,11.36,176.24,56025,,,"Capesize Bulker",,,,"PSU Eighth",146133,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 84rpm",,,,,"Y",,,,"S551","PSU Eighth Pte. Ltd.",,"China P.R.",,"9V6346"
16118104,9470052,"PSU Fifth","01-Mar-2013","RGL Shipping","In Service",141593,,,7378,"Pacific",,,"12-Aug-2011",10.6,176.24,56025,,,"Capesize Bulker",,,,"PSU Fifth",146133,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 84rpm",,,,,"Y",,,,"2410","PSU Fifth Pte. Ltd.",,"China P.R.",,"9VBL"
16118120,9591129,"PSU Seventh","01-Apr-2013","RGL Shipping","Idle",141593,,,7378,"Atlantic/Pacific",,,"23-Jun-2012",10.44,176.24,56025,,,"Capesize Bulker",,,,"PSU Seventh",146133,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 84rpm",,,,,"Y",,,,"S550","PSU Seventh Pte. Ltd.",,"China P.R.",,"9V3964"
16118117,9488279,"PSU Sixth","01-Mar-2013","RGL Shipping","In Service",141575,,,7378,"Pacific",,,"23-Dec-2011",10.6,176.24,56025,,,"Capesize Bulker",,,,"PSU Sixth",146133,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 84rpm",,,,,"Y",,,,"2411","PSU Sixth Pte. Ltd.",,"China P.R.",,"S6OP"
16203864,9613783,"K. Hope","01-Sep-2012","SK Shipping","In Service",133647,,,,"Atlantic/Pacific",,,,12.4,,48305,,,"Tanker",,,,"K. Hope",152042,"1 x FP Propeller (Aft Centre) (mechanical), 78rpm",,,"Y",,,,,,"S588","Faith Shipholding Group S.A.",,"South Korea",,"3FHK9"
16125036,9494694,"RMC Rigel","01-Jun-2013","MOL Cape (S) Pte","In Service",132913,,,8390,"Pacific",,,"28-Mar-2013",11.86,,47147,,,"Capesize Bulker",,,,"RMC Rigel",171765,"1 x FP Propeller (Aft Centre) (mechanical), 75rpm",,,,,,,,,"359","MOL CAPE (SINGAPORE) PTE LTD",,"Japan",,"9V2093"
16070806,9441922,"NSU Justice","01-Jan-2012","NS United KK","Idle",132868,,,8390,"Atlantic/Pacific",,,"21-Oct-2011",11.36,,46882,,,"Capesize Bulker","29-Oct-2019",,,"NSU Justice",171894,"1 x FP Propeller (Aft Centre) (mechanical), 74rpm",21,"Y",,,,,,,"361","HOSEI SHIPPING S.A.",,"Japan",,"3EXP8"
