"Listing"

"WFR Listing"
"Created 09 March 2022 19:04"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months, %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Status"
16345528,9839466,"MSC Mia",355798000,,"Panama","MSC","CMB Leasing","China Merchants","01-Nov-2019","29-Dec-2015","25-Sep-2017",,,,228149,61.51,16.5,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",,,,"Fully Cellular Container","East Asia (32.5 %)",,399.90,,,,"China P.R.","In Service"
16345531,9839478,"MSC Febe",372729000,,"Panama","MSC","MSC","MSC","01-Dec-2019",,"25-Sep-2017",,,,228149,61.51,16.5,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",,,,"Fully Cellular Container","East Asia (35.7 %)",,399.90,,,,"Italy","In Service"
16345544,9839480,"MSC Ambra",352269000,,"Panama","MSC","MSC","MSC","01-Jan-2020","14-Oct-2019","25-Sep-2017",,,,228149,61.51,16.5,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",,,,"Fully Cellular Container","East Coast South America (45.0 %)",,399.90,,,,"Italy","In Service"
16358144,9868326,"HMM Oslo",371319000,,"Panama","HMM","HMM","HMM","01-May-2020","22-Oct-2019","28-Sep-2018",,,,229039,61.5,16.52,,154.6,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 59,600mkW total at 77rpm",81033,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - PANASIA PaSOx™, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",,,,"Fully Cellular Container","United Kingdom/Continent (37.5 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358157,9868338,"HMM Rotterdam",351246000,,"Panama","HMM","HMM","HMM","01-Jun-2020","30-Oct-2019","28-Sep-2018",,,,229039,61.5,16.52,,154.6,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 59,600mkW total at 77rpm",81033,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - PANASIA PaSOx™, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",,,,"Fully Cellular Container","East Asia (29.6 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358160,9868340,"HMM Southampton",357770000,,"Panama","HMM","HMM","HMM","01-Aug-2020","26-Dec-2019","28-Sep-2018",,,,229039,61.5,16.52,,154.6,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 59,600mkW total at 77rpm",81033,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - PANASIA PaSOx™, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",22.25,,,"Fully Cellular Container","East Asia (31.2 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358173,9868352,"HMM Stockholm",351127000,,"Panama","HMM","HMM","HMM","01-Aug-2020","06-Feb-2020","28-Sep-2018",,,,229039,61.5,16.52,,154.6,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 59,600mkW total at 77rpm",81033,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - PANASIA PaSOx™, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",22.25,,,"Fully Cellular Container","United Kingdom/Continent (29.0 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358186,9868364,"HMM St. Petersburg",351404000,,"Panama","HMM","HMM","HMM","01-Sep-2020","13-Mar-2020","28-Sep-2018",,,,229039,61.5,16.52,,154.6,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 59,600mkW total at 77rpm",81033,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - PANASIA PaSOx™, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr",22.5,,,"Fully Cellular Container","United Kingdom/Continent (31.5 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16386255,9896983,"MSC Apolline",636020542,,"Liberia","MSC","MSC","MSC","01-Apr-2021",,"14-Oct-2019",,,,228406,61,16.5,,152,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","South East Asia (20.9 %)",,399.76,,,"LNG Ready","Italy","In Service"
16386268,9896995,"MSC Amelia",636020543,,"Liberia","MSC","MSC","MSC","01-Jun-2021","20-Nov-2020","14-Oct-2019",,,,228406,61,16.5,,152,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","East Asia (28.0 %)",,399.76,,,"LNG Ready","Italy","Idle"
16386271,9897004,"MSC Diletta",636020598,,"Liberia","MSC","MSC","MSC","01-Jul-2021","05-Nov-2020","14-Oct-2019",,,,228406,61,16.5,,152,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","United Kingdom/Continent (29.5 %)",,399.76,,,"LNG Ready","Italy","In Service"
16386284,9897016,"MSC Michelle",636020599,,"Liberia","MSC","MSC","MSC","01-Aug-2021","25-Nov-2020","01-Apr-2020",,,,228406,61,16.5,,152,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","United Kingdom/Continent (63.6 %)",,399.76,,,"LNG Ready","Italy","In Service"
16386297,9897028,"MSC Allegra",636020600,,"Liberia","MSC","MSC","MSC","01-Oct-2021","21-Dec-2020","01-Aug-2020",,,,228406,61,16.5,,152,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","South East Asia (31.4 %)",,399.76,,,"LNG Ready","Italy","In Service"
16345131,9839260,"MSC Mina",351862000,,"Panama","MSC","MSC","MSC","01-Jul-2019",,"20-Sep-2017",,,,224983,61,16.35,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","East Asia (41.6 %)",,399.76,,,,"Italy","In Service"
16345144,9839272,"MSC Isabella",353590000,,"Panama","MSC","MSC","MSC","01-Aug-2019","18-Dec-2015","20-Sep-2017",,,,224999,61,16.5,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","East Asia (22.3 %)",,399.76,,,,"Italy","In Service"
16345157,9839284,"MSC Arina",374607000,,"Panama","MSC","MSC","MSC","01-Sep-2019",,"20-Sep-2017",,,,224983,61,16.35,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","East Asia (36.7 %)",,399.76,,,,"Italy","In Service"
16345160,9839296,"MSC Nela",356234000,,"Panama","MSC","MSC","MSC","01-Oct-2019","23-Dec-2015","20-Sep-2017",,,,224983,61,16.35,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","East Asia (34.3 %)",,399.76,,,,"Italy","In Service"
16345173,9839301,"MSC Sixin",370711000,,"Panama","MSC","MSC","MSC","01-Nov-2019",,"20-Sep-2017",,,,224983,61,16.35,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G95ME-C9.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 75,570mkW total at 80rpm",102746,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 3 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid, 2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,,,"Fully Cellular Container","East Asia (29.9 %)",,399.76,,,,"Italy","In Service"
16358078,9863297,"HMM Algeciras",351297000,,"Panama","HMM","HMM","HMM","01-Apr-2020","21-Dec-2019","28-Sep-2018",,,,232606,61,16.52,,155.4,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 60,380mkW total at 77.50rpm",82094,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr, 2 x Exhaust Scrubber - SOx - Valmet Hybrid",22.4,,,"Fully Cellular Container","East Asia (26.6 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358081,9863302,"HMM Copenhagen",356712000,,"Panama","HMM","HMM","HMM","01-May-2020","11-Oct-2019","28-Sep-2018",,,,232606,61,16.52,,155.4,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 60,380mkW total at 77.50rpm",82094,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr, 2 x Exhaust Scrubber - SOx - Valmet Hybrid",18.5,,,"Fully Cellular Container","United Kingdom/Continent (34.1 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358094,9863314,"HMM Dublin",356429000,,"Panama","HMM","HMM","HMM","01-May-2020","05-Nov-2019","28-Sep-2018",,,,232606,61,16.52,,155.4,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 60,380mkW total at 77.50rpm",82094,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr, 2 x Exhaust Scrubber - SOx - Valmet Hybrid",18.5,,,"Fully Cellular Container","East Asia (32.0 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358102,9863326,"HMM Gdansk",374241000,,"Panama","HMM","HMM","HMM","01-Jun-2020","23-Dec-2019","28-Sep-2018",,,,232606,61,16.52,,155.4,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 60,380mkW total at 77.50rpm",82094,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr, 2 x Exhaust Scrubber - SOx - Valmet Hybrid",18.5,,,"Fully Cellular Container","United Kingdom/Continent (29.3 %)",,399.9,,,"LNG Ready","South Korea","Idle"
16358115,9863338,"HMM Hamburg",374102000,,"Panama","HMM","HMM","HMM","01-Jul-2020","19-Nov-2019","28-Sep-2018",,,,232606,61,16.52,,155.4,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 60,380mkW total at 77.50rpm",82094,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr, 2 x Exhaust Scrubber - SOx - Valmet Hybrid",18.5,,,"Fully Cellular Container","East Asia (29.4 %)",,399.9,,,"LNG Ready","South Korea","In Service"
16358128,9863340,"HMM Helsinki",357992000,,"Panama","HMM","HMM","HMM","01-Jul-2020","03-Feb-2020","28-Sep-2018",,,,232606,61,16.52,,155.4,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - MAN B. & W. 11G95ME-C10.5 - 2-stroke 11-cyl. 950mm x3460mm bore/stroke 60,380mkW total at 77.50rpm",82094,"Fitted","Eco – Electronic Engine Modern","1 x HVEC -High Voltage External Connection, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr, 2 x Exhaust Scrubber - SOx - Valmet Hybrid",22.4,,,"Fully Cellular Container","United Kingdom/Continent (31.8 %)",,399.9,,,"LNG Ready","South Korea","In Service"
